page,product_name,price,rating,ram,product_dimention,camera,battery,processor
https://www.flipkart.com/search?q=mobiles&page=1,"Redmi 8 (Onyx Black, 64 GB)","₹9,499",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 6 (Comet Blue, 128 GB)","₹16,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Redmi 8 (Sapphire Blue, 64 GB)","₹9,499",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 6 Pro (Lightning Orange, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Asus ZenFone Max M1 (Black, 64 GB)","₹7,499",4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme C3 (Blazing Red, 64 GB)","₹9,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme C3 (Frozen Blue, 32 GB)","₹8,999",4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme C3 (Blazing Red, 32 GB)","₹8,999",4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme C3 (Frozen Blue, 64 GB)","₹9,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 6 (Comet Blue, 64 GB)","₹13,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 5i (Forest Green, 128 GB)","₹11,999",4.4,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 (2 GHz) Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 5i (Forest Green, 64 GB)","₹10,999",4.4,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 2 GHz Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 5i (Aqua Blue, 64 GB)","₹10,999",4.4,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 2 GHz Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 5i (Aqua Blue, 128 GB)","₹11,999",4.4,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 (2 GHz) Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Asus Zenfone Max Pro M1 (Blue, 64 GB)","₹8,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Asus Zenfone Max Pro M1 (Grey, 64 GB)","₹8,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Redmi 8 (Emerald Green, 64 GB)","₹9,499",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 6 Pro (Lightning Blue, 64 GB)","₹17,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme Narzo 10 (That White, 128 GB)","₹11,999",4.5,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor
https://www.flipkart.com/search?q=mobiles&page=1,"OPPO A9 2020 (Marine Green, 128 GB)","₹18,490",4.3,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme Narzo 10 (That Green, 128 GB)","₹11,999",4.5,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G80 (12 nm) Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Realme 6 (Comet Blue, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Redmi 8 (Ruby Red, 64 GB)","₹9,499",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor
https://www.flipkart.com/search?q=mobiles&page=1,"Vivo Z1x (Phantom Purple, 64 GB)","₹15,990",4.4,6 GB RAM | 64 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Vivo V19 (Mystic Silver, 128 GB)","₹27,990",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 712 AIE Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Vivo V19 (Piano Black, 128 GB)","₹27,990",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 712 AIE Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Vivo V19 (Mystic Silver, 256 GB)","₹31,990",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 712 AIE Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Vivo V19 (Piano Black, 256 GB)","₹31,990",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 712 AIE Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Samsung Galaxy A51 (Prism Crush Black, 128 GB)","₹25,250",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9611 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Mi A3 (More Than White, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Infinix Note 5 Stylus (Bordeaux Red, 64 GB)","₹10,999",3.9,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.06 cm (5.93 inch) Full HD+ Display,16MP Rear Camera | 16MP Front Camera,4000 mAh Li-ion Polymer Battery,Mediatek Helio P23 Octa-core Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Mi A3 (Not just Blue, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Samsung Galaxy A51 (Prism Crush White, 128 GB)","₹25,250",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9611 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Samsung Galaxy A31 (Prism Crush White, 128 GB)","₹21,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek (MT6768) Octa Core Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Realme X2 Pro (Neptune Blue, 256 GB)","₹35,999",4.6,12 GB RAM | 256 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Realme X2 Pro (Neptune Blue, 64 GB)","₹29,999",4.5,6 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Realme X2 Pro (Neptune Blue, 128 GB)","₹31,999",4.6,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Vivo Y91i (Fusion Black, 32 GB)","₹8,990",4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Lithium-ion Battery,MediaTek Helio P22 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Vivo Y91i (Ocean Blue, 32 GB)","₹8,990",4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Lithium-ion Battery,MediaTek Helio P22 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"OPPO A1K (Black, 32 GB)","₹7,990",4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Display,8MP Rear Camera | 5MP Front Camera,4000 mAh Li-polymer Battery,MT6762R Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Apple iPhone 7 Plus (Gold, 32 GB)","₹34,999",4.5,32 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,iOS 13 Compatible
https://www.flipkart.com/search?q=mobiles&page=4,"Samsung Galaxy J2 Core (Black, 16 GB)","₹6,299",4.2,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) quarter HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Qualcomm MSM8917 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"iQOO 3 (Quantum Silver, 256 GB)","₹37,990",4.4,8 GB RAM | 256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"iQOO 3 (Quantum Silver, 128 GB)","₹34,990",4.4,8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"iQOO 3 (Tornado Black, 256 GB)","₹37,990",4.4,8 GB RAM | 256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"iQOO 3 (Volcano Orange, 128 GB)","₹34,990",4.4,8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"iQOO 3 (Tornado Black, 128 GB)","₹34,990",4.4,8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor
https://www.flipkart.com/search?q=mobiles&page=4,"Honor 9X (Midnight Black, 128 GB)","₹16,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Vivo S1 (Skyline Blue, 128 GB)","₹19,990",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor
https://www.flipkart.com/search?q=mobiles&page=6,Lava A1,₹897,4.2,24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,1 Year Warranty
https://www.flipkart.com/search?q=mobiles&page=6,"Mi A2 (Red, 128 GB)","₹13,999",4.1,6 GB RAM | 128 GB ROM,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor
https://www.flipkart.com/search?q=mobiles&page=6,"I Kall K-1 (Black, 8 GB)","₹4,299",3.4,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,5MP Rear Camera | 2MP Front Camera,2200 mAh Battery,1.3 QUAD CORE PROCESSOR Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Vivo V17 (Midnight Ocean Black, 128 GB)","₹24,990",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 675AIE Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Vivo V17 (Glacier ice white, 128 GB)","₹24,990",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 675AIE Processor
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 Pro (Electric Blue, 64 GB)","₹15,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4500 mAh Li-polymer Battery,MediaTek Helio G90T Processor
https://www.flipkart.com/search?q=mobiles&page=3,"Vivo Z1Pro (Sonic Black, 64 GB)","₹13,990",4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP + 8MP | 32MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Apple iPhone XR (White, 64 GB)","₹52,500",4.6,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible
https://www.flipkart.com/search?q=mobiles&page=6,"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)","₹15,999",4.3,4 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,16MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Mi A3 (Kind of Grey, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor
https://www.flipkart.com/search?q=mobiles&page=6,Micromax X412,₹799,3.9,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,12 Month,iOS 13 Compatible
https://www.flipkart.com/search?q=mobiles&page=5,"Panasonic Eluga Ray 610 (Black, 32 GB)","₹9,999",4.1,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4010 mAh Battery,MediaTek Helio P22 Octa Core Processor
https://www.flipkart.com/search?q=mobiles&page=5,"OPPO F15 (Lightening Black, 128 GB)","₹18,990",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,Helio P70 Processor
https://www.flipkart.com/search?q=mobiles&page=5,"Samsung Galaxy M11 (Metallic Blue, 32 GB)","₹10,999",4.4,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor
https://www.flipkart.com/search?q=mobiles&page=5,Nokia 105 SS,"₹1,199",4.3,4 MB RAM | 4 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Lithium Ion Battery,Brand Warranty of 1 Year Available for Mobile,MediaTek Helio G90T Processor
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 Pro (Shadow Black, 128 GB)","₹16,999",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4500 mAh Li-polymer Battery,Exynos 9611 Processor
https://www.flipkart.com/search?q=mobiles&page=5,"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)","₹27,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Qualcomm 712 Processor
https://www.flipkart.com/search?q=mobiles&page=5,"Realme XT (Pearl Blue, 64 GB)","₹16,999",4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Brand Warranty for 1 Year
https://www.flipkart.com/search?q=mobiles&page=3,"Vivo Z1Pro (Sonic Black, 128 GB)","₹16,990",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP + 8MP | 32MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor
https://www.flipkart.com/search?q=mobiles&page=3,"Vivo Z1Pro (Sonic Blue, 128 GB)","₹16,990",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP + 8MP | 32MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor
https://www.flipkart.com/search?q=mobiles&page=3,"Redmi Note 8 Pro (Shadow Black, 64 GB)","₹15,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4500 mAh Li-polymer Battery,MediaTek Helio G90T Processor
https://www.flipkart.com/search?q=mobiles&page=3,"Apple iPhone 7 Plus (Black, 32 GB)","₹34,999",4.5,32 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,iOS 13 Compatible
https://www.flipkart.com/search?q=mobiles&page=6,"Apple iPhone XR ((PRODUCT)RED, 64 GB)","₹52,500",4.6,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,MediaTek Helio P22 Octa Core Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Panasonic Eluga Ray 810 (Starry Black, 64 GB)","₹9,999",3.9,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.75 cm (6.2 inch) HD+ Display,16MP + 2MP | 16MP Front Camera,4000 mAh Battery,Helio P22 (MTK6762) Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Infinix Hot 8 (Cosmic Purple, 64 GB)","₹8,499",4.5,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Snapdragon 720G Processor
https://www.flipkart.com/search?q=mobiles&page=6,"Realme 6 Pro (Lightning Blue, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Helio P65 (MT6768) Processor
https://www.flipkart.com/search?q=mobiles&page=2,"OPPO A31 (Fantasy White, 128 GB)","₹14,990",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP + 2MP | 8MP Front Camera,4230 mAh Battery,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor
https://www.flipkart.com/search?q=mobiles&page=8,Nokia 150/150 DS,"₹2,095",4.2,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) VGA Display,0.3MP Rear Camera,1020 mAh Battery,NA Processor
https://www.flipkart.com/search?q=mobiles&page=5,"Apple iPhone 11 (Black, 128 GB)","₹73,600",4.7,128 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 (Neptune Blue, 64 GB)","₹13,999",4.4,4 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 (Space Black, 64 GB)","₹13,999",4.4,4 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 (Neptune Blue, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 (Moonlight White, 128 GB)","₹15,199",4.4,6 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 (Moonlight White, 64 GB)","₹13,999",4.4,4 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://www.flipkart.com/search?q=mobiles&page=5,"Redmi Note 8 (Space Black, 128 GB)","₹14,989",4.4,6 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,Qualcomm SM6125 Processor
https://www.flipkart.com/search?q=mobiles&page=5,"OPPO A9 2020 (Space Purple, 128 GB)","₹18,490",4.3,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 855 Processor
